cliente_id,tipo_documento,numero_documento,nombres,apellidos,email,telefono,fecha_registro,estado_cliente,ciudad,segmento,fecha_nacimiento,ingresos_mensuales
C0185,CC,61940566,Samuel,Ramirez,samuel.ramirez@correo.com,3738799154,2023-09-24,Bloqueado,Neiva,Corporativo,1996-07-31,5451403
C0186,CC,36867482,Esperanza,Velez,esperanza.velez@correo.com,3721783073,2023-06-26,Suspendido,Medellin,Pyme,1996-12-31,3984774
C0187,CC,18715975,Diana,Guerrero,diana.guerrero@correo.com,3258518659,2023-06-11,Bloqueado,Ibague,Corporativo,1996-12-06,11242941
C0188,CC,28639738,Eduardo,Nieto,eduardo.nieto@correo.com,3572734149,2024-07-21,Bloqueado,Barranquilla,Retail,1990-09-03,2381945
C0189,CE,18824561,Fabian,Florez,fabian.florez@correo.com,3687161840,2024-06-22,Suspendido,Cartagena,Retail,1983-06-06,25556299
C0190,CC,96213226,Fernando,Valencia,fernando.valencia@correo.com,3895871687,2023-12-19,Pendiente,Medellin,Retail,1970-10-04,17130768
C0191,CC,68065043,Rodrigo,Ibarra,rodrigo.ibarra@correo.com,3231738837,2023-06-06,Pendiente,Ibague,Pyme,1978-08-23,5666155
C0192,NIT,990409895,Comercializadora Sur SAS,,comercializadorasursas.contacto@empresa.com,3436347197,2023-03-22,Bloqueado,Barranquilla,Retail,,18911320
C0193,CC,92467167,Elizabeth,Urrego,elizabeth.urrego@correo.com,3232978158,2024-08-29,Inactivo,Ibague,Pyme,1991-01-18,18363556
C0194,CC,15529005,Pilar,Vargas,pilar.vargas@correo.com,3945521514,2024-10-18,Activo,Monteria,Pyme,1999-08-03,4225386
C0195,CC,42868828,Rodrigo,Vargas,rodrigo.vargas@correo.com,3496155337,2024-10-04,Suspendido,Cucuta,Corporativo,1989-06-22,2516226
C0196,CE,64504816,Rebeca,Quevedo,rebeca.quevedo@correo.com,3674995086,2023-06-11,Activo,Cartagena,Retail,1984-09-20,3948568
C0197,CC,91424562,Gloria,Zuluaga,andres.salamanca@correo.com,3563514837,2025-01-21,Bloqueado,Cali,Retail,2003-08-12,25604258
C0198,CC,79119463,Rodrigo,Posada,rodrigo.posada@correo.com,3470343755,2024-04-22,Inactivo,Ibague,Pyme,1970-07-01,12207752
C0199,CC,16792127,Fernando,Giraldo,fernando.giraldo@correo.com,3253947691,2023-09-12,Suspendido,Cartagena,Retail,2003-10-26,22148640
C0200,NIT,850958203,Comercializadora Sur SAS,,comercializadorasursas.contacto@empresa.com,3751411602,2024-04-23,Pendiente,Villavicencio,Pyme,,18219017
